Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,062101,1994,07,39.6,N
IDCJAC0001,062101,1994,08,1.2,N
IDCJAC0001,062101,1994,09,1.8,N
IDCJAC0001,062101,1994,10,16.4,N
IDCJAC0001,062101,1994,11,88.8,N
IDCJAC0001,062101,1994,12,43.2,N
IDCJAC0001,062101,1995,01,114.0,N
IDCJAC0001,062101,1995,02,30.4,N
IDCJAC0001,062101,1995,03,2.0,N
IDCJAC0001,062101,1995,04,2.0,N
IDCJAC0001,062101,1995,05,124.0,N
IDCJAC0001,062101,1995,06,17.6,N
IDCJAC0001,062101,1995,07,45.6,N
IDCJAC0001,062101,1995,08,1.0,N
IDCJAC0001,062101,1995,09,76.4,N
IDCJAC0001,062101,1995,10,17.2,N
IDCJAC0001,062101,1995,11,59.2,N
IDCJAC0001,062101,1995,12,196.0,N
IDCJAC0001,062101,1996,01,195.6,N
IDCJAC0001,062101,1996,02,12.0,N
IDCJAC0001,062101,1996,03,39.0,N
IDCJAC0001,062101,1996,04,0.8,N
IDCJAC0001,062101,1996,05,46.4,N
IDCJAC0001,062101,1996,06,1.4,N
IDCJAC0001,062101,1996,07,10.0,N
IDCJAC0001,062101,1996,08,66.8,N
IDCJAC0001,062101,1996,09,98.4,N
IDCJAC0001,062101,1996,10,51.0,N
IDCJAC0001,062101,1996,11,94.8,N
IDCJAC0001,062101,1996,12,147.2,N
IDCJAC0001,062101,1997,01,54.2,N
IDCJAC0001,062101,1997,02,84.0,N
IDCJAC0001,062101,1997,03,19.6,N
IDCJAC0001,062101,1997,04,1.0,N
IDCJAC0001,062101,1997,05,0.8,N
IDCJAC0001,062101,1997,06,22.2,N
IDCJAC0001,062101,1997,07,33.0,N
IDCJAC0001,062101,1997,08,14.6,N
IDCJAC0001,062101,1997,09,74.6,N
IDCJAC0001,062101,1997,10,42.2,N
IDCJAC0001,062101,1997,11,9.4,N
IDCJAC0001,062101,1997,12,39.2,N
IDCJAC0001,062101,1998,01,110.2,N
IDCJAC0001,062101,1998,02,48.4,N
IDCJAC0001,062101,1998,03,0.0,N
IDCJAC0001,062101,1998,04,70.2,N
IDCJAC0001,062101,1998,05,68.2,N
IDCJAC0001,062101,1998,06,53.8,N
IDCJAC0001,062101,1998,07,143.8,N
IDCJAC0001,062101,1998,08,76.8,N
IDCJAC0001,062101,1998,09,99.6,N
IDCJAC0001,062101,1998,10,60.0,N
IDCJAC0001,062101,1998,11,78.0,N
IDCJAC0001,062101,1998,12,15.0,N
IDCJAC0001,062101,1999,01,80.2,N
IDCJAC0001,062101,1999,02,2.2,N
IDCJAC0001,062101,1999,03,89.2,N
IDCJAC0001,062101,1999,04,0.0,N
IDCJAC0001,062101,1999,05,9.2,N
IDCJAC0001,062101,1999,06,35.4,N
IDCJAC0001,062101,1999,07,29.6,N
IDCJAC0001,062101,1999,08,47.8,N
IDCJAC0001,062101,1999,09,56.2,N
IDCJAC0001,062101,1999,10,135.8,N
IDCJAC0001,062101,1999,11,57.8,N
IDCJAC0001,062101,1999,12,74.2,N
IDCJAC0001,062101,2000,01,96.4,N
IDCJAC0001,062101,2000,02,4.2,N
IDCJAC0001,062101,2000,03,187.0,N
IDCJAC0001,062101,2000,04,108.4,N
IDCJAC0001,062101,2000,05,91.6,N
IDCJAC0001,062101,2000,06,28.8,N
IDCJAC0001,062101,2000,07,34.2,N
IDCJAC0001,062101,2000,08,61.6,N
IDCJAC0001,062101,2000,09,29.2,N
IDCJAC0001,062101,2000,10,126.8,N
IDCJAC0001,062101,2000,11,122.2,N
IDCJAC0001,062101,2000,12,26.2,N
IDCJAC0001,062101,2001,01,47.0,N
IDCJAC0001,062101,2001,02,42.4,N
IDCJAC0001,062101,2001,03,53.8,N
IDCJAC0001,062101,2001,04,52.6,N
IDCJAC0001,062101,2001,05,23.0,N
IDCJAC0001,062101,2001,06,27.0,N
IDCJAC0001,062101,2001,07,57.0,N
IDCJAC0001,062101,2001,08,22.4,N
IDCJAC0001,062101,2001,09,50.2,N
IDCJAC0001,062101,2001,10,99.2,N
IDCJAC0001,062101,2001,11,43.4,N
IDCJAC0001,062101,2001,12,67.2,N
IDCJAC0001,062101,2002,01,38.0,N
IDCJAC0001,062101,2002,02,153.6,N
IDCJAC0001,062101,2002,03,55.2,N
IDCJAC0001,062101,2002,04,15.0,N
IDCJAC0001,062101,2002,05,44.4,N
IDCJAC0001,062101,2002,06,28.0,N
IDCJAC0001,062101,2002,07,2.6,N
IDCJAC0001,062101,2002,08,1.2,N
IDCJAC0001,062101,2002,09,28.8,N
IDCJAC0001,062101,2002,10,0.2,N
IDCJAC0001,062101,2002,11,51.2,N
IDCJAC0001,062101,2002,12,31.4,N
IDCJAC0001,062101,2003,01,10.0,N
IDCJAC0001,062101,2003,02,233.0,N
IDCJAC0001,062101,2003,03,31.0,N
IDCJAC0001,062101,2003,04,76.2,N
IDCJAC0001,062101,2003,05,10.2,N
IDCJAC0001,062101,2003,06,53.0,N
IDCJAC0001,062101,2003,07,23.8,N
IDCJAC0001,062101,2003,08,112.2,N
IDCJAC0001,062101,2003,09,12.2,N
IDCJAC0001,062101,2003,10,67.6,N
IDCJAC0001,062101,2003,11,108.0,N
IDCJAC0001,062101,2003,12,45.2,N
IDCJAC0001,062101,2004,01,37.4,N
IDCJAC0001,062101,2004,02,69.0,N
IDCJAC0001,062101,2004,03,4.0,N
IDCJAC0001,062101,2004,04,3.2,N
IDCJAC0001,062101,2004,05,41.8,N
IDCJAC0001,062101,2004,06,28.6,N
IDCJAC0001,062101,2004,07,51.6,N
IDCJAC0001,062101,2004,08,31.8,N
IDCJAC0001,062101,2004,09,27.8,N
IDCJAC0001,062101,2004,10,82.0,N
IDCJAC0001,062101,2004,11,71.4,N
IDCJAC0001,062101,2004,12,74.0,N
IDCJAC0001,062101,2005,01,68.4,N
IDCJAC0001,062101,2005,02,86.2,N
IDCJAC0001,062101,2005,03,53.0,N
IDCJAC0001,062101,2005,04,11.2,N
IDCJAC0001,062101,2005,05,2.2,N
IDCJAC0001,062101,2005,06,91.6,N
IDCJAC0001,062101,2005,07,47.0,N
IDCJAC0001,062101,2005,08,15.8,N
IDCJAC0001,062101,2005,09,113.6,N
IDCJAC0001,062101,2005,10,63.4,N
IDCJAC0001,062101,2005,11,154.2,N
IDCJAC0001,062101,2005,12,34.4,N
IDCJAC0001,062101,2006,01,62.6,N
IDCJAC0001,062101,2006,02,27.4,N
IDCJAC0001,062101,2006,03,35.4,N
IDCJAC0001,062101,2006,04,49.0,N
IDCJAC0001,062101,2006,05,0.4,N
IDCJAC0001,062101,2006,06,23.6,N
IDCJAC0001,062101,2006,07,68.4,N
IDCJAC0001,062101,2006,08,10.8,N
IDCJAC0001,062101,2006,09,14.0,N
IDCJAC0001,062101,2006,10,2.4,N
IDCJAC0001,062101,2006,11,25.6,N
IDCJAC0001,062101,2006,12,30.0,N
IDCJAC0001,062101,2007,01,15.6,N
IDCJAC0001,062101,2007,02,81.0,N
IDCJAC0001,062101,2007,03,77.2,N
IDCJAC0001,062101,2007,04,36.4,N
IDCJAC0001,062101,2007,05,58.4,N
IDCJAC0001,062101,2007,06,127.2,N
IDCJAC0001,062101,2007,07,14.4,N
IDCJAC0001,062101,2007,08,35.2,N
IDCJAC0001,062101,2007,09,0.8,N
IDCJAC0001,062101,2007,10,25.8,N
IDCJAC0001,062101,2007,11,100.2,N
IDCJAC0001,062101,2007,12,151.6,N
IDCJAC0001,062101,2008,01,103.0,N
IDCJAC0001,062101,2008,02,161.0,N
IDCJAC0001,062101,2008,03,20.4,N
IDCJAC0001,062101,2008,04,5.6,N
IDCJAC0001,062101,2008,05,10.4,N
IDCJAC0001,062101,2008,06,37.8,N
IDCJAC0001,062101,2008,07,27.4,N
IDCJAC0001,062101,2008,08,59.6,N
IDCJAC0001,062101,2008,09,63.2,N
IDCJAC0001,062101,2008,10,70.4,N
IDCJAC0001,062101,2008,11,162.8,N
IDCJAC0001,062101,2008,12,105.2,N
IDCJAC0001,062101,2009,01,12.2,N
IDCJAC0001,062101,2009,02,41.8,N
IDCJAC0001,062101,2009,03,22.8,N
IDCJAC0001,062101,2009,04,50.8,N
IDCJAC0001,062101,2009,05,3.8,N
IDCJAC0001,062101,2009,06,43.8,N
IDCJAC0001,062101,2009,07,41.2,N
IDCJAC0001,062101,2009,08,13.2,N
IDCJAC0001,062101,2009,09,32.2,N
IDCJAC0001,062101,2009,10,35.2,N
IDCJAC0001,062101,2009,11,20.4,N
IDCJAC0001,062101,2009,12,154.4,N
IDCJAC0001,062101,2010,01,63.4,N
IDCJAC0001,062101,2010,02,104.6,N
IDCJAC0001,062101,2010,03,81.8,N
IDCJAC0001,062101,2010,04,73.6,N
IDCJAC0001,062101,2010,05,54.0,N
IDCJAC0001,062101,2010,06,40.4,N
IDCJAC0001,062101,2010,07,99.0,N
IDCJAC0001,062101,2010,08,91.8,N
IDCJAC0001,062101,2010,09,93.0,N
IDCJAC0001,062101,2010,10,72.4,N
IDCJAC0001,062101,2010,11,136.8,N
IDCJAC0001,062101,2010,12,241.6,N
IDCJAC0001,062101,2011,01,22.2,N
IDCJAC0001,062101,2011,02,21.0,N
IDCJAC0001,062101,2011,03,32.6,N
IDCJAC0001,062101,2011,04,21.0,N
IDCJAC0001,062101,2011,05,50.2,N
IDCJAC0001,062101,2011,06,9.2,N
IDCJAC0001,062101,2011,07,6.8,N
IDCJAC0001,062101,2011,08,65.4,N
IDCJAC0001,062101,2011,09,92.4,N
IDCJAC0001,062101,2011,10,61.8,N
IDCJAC0001,062101,2011,11,131.0,N
IDCJAC0001,062101,2011,12,63.8,N
IDCJAC0001,062101,2012,01,52.6,N
IDCJAC0001,062101,2012,02,183.8,N
IDCJAC0001,062101,2012,03,144.4,N
IDCJAC0001,062101,2012,04,12.2,N
IDCJAC0001,062101,2012,05,49.6,N
IDCJAC0001,062101,2012,06,42.2,N
IDCJAC0001,062101,2012,07,68.4,N
IDCJAC0001,062101,2012,08,9.0,N
IDCJAC0001,062101,2012,09,54.4,N
IDCJAC0001,062101,2012,10,12.6,N
IDCJAC0001,062101,2012,11,36.6,N
IDCJAC0001,062101,2012,12,72.4,N
IDCJAC0001,062101,2013,01,87.4,N
IDCJAC0001,062101,2013,02,11.8,N
IDCJAC0001,062101,2013,03,75.8,N
IDCJAC0001,062101,2013,04,1.8,N
IDCJAC0001,062101,2013,05,20.4,N
IDCJAC0001,062101,2013,06,99.8,N
IDCJAC0001,062101,2013,07,30.6,N
IDCJAC0001,062101,2013,08,9.2,N
IDCJAC0001,062101,2013,09,75.0,N
IDCJAC0001,062101,2013,10,5.6,N
IDCJAC0001,062101,2013,11,19.4,N
IDCJAC0001,062101,2013,12,43.2,N
IDCJAC0001,062101,2014,01,31.0,N
IDCJAC0001,062101,2014,02,59.8,N
IDCJAC0001,062101,2014,03,97.2,N
IDCJAC0001,062101,2014,04,71.8,N
IDCJAC0001,062101,2014,05,24.8,N
IDCJAC0001,062101,2014,06,40.2,N
IDCJAC0001,062101,2014,07,42.2,N
IDCJAC0001,062101,2014,08,18.0,N
IDCJAC0001,062101,2014,09,26.8,N
IDCJAC0001,062101,2014,10,22.6,N
IDCJAC0001,062101,2014,11,14.6,N
IDCJAC0001,062101,2015,01,74.6,N
IDCJAC0001,062101,2015,02,23.4,N
IDCJAC0001,062101,2015,03,13.6,N
IDCJAC0001,062101,2015,04,93.6,N
IDCJAC0001,062101,2015,05,57.4,N
IDCJAC0001,062101,2015,06,62.0,N
IDCJAC0001,062101,2015,07,52.6,N
IDCJAC0001,062101,2015,08,22.6,N
IDCJAC0001,062101,2015,09,3.0,N
IDCJAC0001,062101,2015,10,32.6,N
IDCJAC0001,062101,2015,11,97.0,N
IDCJAC0001,062101,2015,12,108.6,N
IDCJAC0001,062101,2016,01,145.6,N
IDCJAC0001,062101,2016,02,23.0,N
IDCJAC0001,062101,2016,03,19.0,N
IDCJAC0001,062101,2016,04,14.8,N
IDCJAC0001,062101,2016,05,75.8,N
IDCJAC0001,062101,2016,06,112.0,N
IDCJAC0001,062101,2016,07,104.4,N
IDCJAC0001,062101,2016,08,28.0,N
IDCJAC0001,062101,2016,09,197.4,N
IDCJAC0001,062101,2016,10,75.8,N
IDCJAC0001,062101,2016,11,58.4,N
IDCJAC0001,062101,2016,12,29.2,N
IDCJAC0001,062101,2017,01,42.4,N
IDCJAC0001,062101,2017,02,9.6,N
IDCJAC0001,062101,2017,03,122.4,N
IDCJAC0001,062101,2017,04,25.4,N
IDCJAC0001,062101,2017,05,27.2,N
IDCJAC0001,062101,2017,06,12.0,N
IDCJAC0001,062101,2017,07,2.6,N
IDCJAC0001,062101,2017,08,25.2,N
IDCJAC0001,062101,2017,09,3.0,N
IDCJAC0001,062101,2017,10,41.6,N
IDCJAC0001,062101,2017,11,93.6,N
IDCJAC0001,062101,2017,12,58.0,N
IDCJAC0001,062101,2018,01,20.6,Y
IDCJAC0001,062101,2018,02,55.0,N
IDCJAC0001,062101,2018,03,55.0,N
IDCJAC0001,062101,2018,05,16.2,N
IDCJAC0001,062101,2018,06,42.0,N
IDCJAC0001,062101,2018,07,10.0,N
IDCJAC0001,062101,2018,08,39.6,N
IDCJAC0001,062101,2018,09,40.8,N
IDCJAC0001,062101,2018,10,57.4,N
IDCJAC0001,062101,2018,11,49.4,N
IDCJAC0001,062101,2018,12,86.0,N
IDCJAC0001,062101,2019,01,105.2,N
IDCJAC0001,062101,2019,02,9.2,N
IDCJAC0001,062101,2019,03,140.4,N
IDCJAC0001,062101,2019,04,0.4,N
IDCJAC0001,062101,2019,05,22.4,N
IDCJAC0001,062101,2019,06,7.6,N
IDCJAC0001,062101,2019,07,4.0,N
IDCJAC0001,062101,2019,08,10.6,N
IDCJAC0001,062101,2019,09,42.0,N
IDCJAC0001,062101,2019,10,5.0,N
IDCJAC0001,062101,2019,11,14.6,N
IDCJAC0001,062101,2019,12,2.8,Y
IDCJAC0001,062101,2020,01,31.8,N
IDCJAC0001,062101,2020,02,94.4,N
IDCJAC0001,062101,2020,03,147.6,N
IDCJAC0001,062101,2020,04,110.0,N
IDCJAC0001,062101,2020,05,22.2,N
IDCJAC0001,062101,2020,06,27.8,N
IDCJAC0001,062101,2020,07,81.2,Y
IDCJAC0001,062101,2020,08,38.2,N
IDCJAC0001,062101,2020,09,63.0,N
IDCJAC0001,062101,2020,10,82.2,N
IDCJAC0001,062101,2020,11,52.6,Y
IDCJAC0001,062101,2020,12,113.0,N
IDCJAC0001,062101,2021,01,23.8,N
IDCJAC0001,062101,2021,02,99.0,N
IDCJAC0001,062101,2021,03,145.8,N
IDCJAC0001,062101,2021,04,4.8,N
IDCJAC0001,062101,2021,05,45.4,N
IDCJAC0001,062101,2021,06,117.2,N
IDCJAC0001,062101,2021,07,82.6,N
IDCJAC0001,062101,2021,08,33.6,N
IDCJAC0001,062101,2021,09,47.4,N
IDCJAC0001,062101,2021,10,43.0,Y
IDCJAC0001,062101,2021,11,178.0,N
IDCJAC0001,062101,2021,12,33.6,N
IDCJAC0001,062101,2022,01,106.4,Y
IDCJAC0001,062101,2022,02,40.0,N
IDCJAC0001,062101,2022,03,125.4,N
IDCJAC0001,062101,2022,04,119.6,N
IDCJAC0001,062101,2022,05,53.8,Y
IDCJAC0001,062101,2022,06,16.4,N
IDCJAC0001,062101,2022,07,112.0,N
IDCJAC0001,062101,2022,08,114.2,N
IDCJAC0001,062101,2022,09,100.4,N
IDCJAC0001,062101,2022,10,218.2,Y
IDCJAC0001,062101,2022,11,67.4,N
IDCJAC0001,062101,2022,12,19.2,N
IDCJAC0001,062101,2023,01,80.8,Y
IDCJAC0001,062101,2023,02,7.4,N
IDCJAC0001,062101,2023,04,48.8,Y
IDCJAC0001,062101,2023,05,3.2,N
IDCJAC0001,062101,2023,06,38.2,N
IDCJAC0001,062101,2023,07,31.0,N
IDCJAC0001,062101,2023,08,34.2,N
IDCJAC0001,062101,2023,09,11.8,N
IDCJAC0001,062101,2023,10,38.2,N
IDCJAC0001,062101,2023,11,116.4,N
IDCJAC0001,062101,2023,12,67.4,N
IDCJAC0001,062101,2024,01,104.4,N
IDCJAC0001,062101,2024,02,81.6,N
IDCJAC0001,062101,2024,03,55.6,N
IDCJAC0001,062101,2024,04,87.0,N
